dialogue_id,query,ground_truth_response
5985, but you should let me do it .   It doesn't take much time . I ' m used to tidying up my room myself .   It's very considerate of you to do so . Do you have any laundry today ?   I have a suit that needs cleaning .   Let me have it , please . I'm taking some laundry downstairs anyway . 
3185, I get the message . Hey , do you have any sisters ? 
5845, sometimes they don't . It's best to find someone who is selling by themselves .   Why ?   That is because if the seller has a realtor , their price will be higher . He will have to pay a commission to the realtor .   Hmm . It all sounds very complicated .   It is . But buying a house is very important . So it takes time . That's why we haven't done it yet . It's very troublesome .   I want to look in the papers today . Maybe we can see something we like .   All right . I'll buy a newspaper when I go to the drugstore . 
5816, the price includes all the expenses of cost freight and insurance . The price in Franco invoice includes all expenses to destination .   Oh , I see . 
6139, when is the election ?   You don ’ t know that ?   I just don ’ t know .   It ’ s this Tuesday .   You can ’ t be serious .   Why would I joke ?   Thanks for telling me .   You should ’ Ve known already .   I forgot .   As long as you go vote , that ’ s all that matters . 
10444,Here we are . This is Wangfujing Street .   Thank you . How much is it ?   25 yuan , please .   Here ’ s 30 yuan .   Thank you . Here ’ s your change and receipt . 
8783, does anyone have any questions about this project ?   I am confused about the projected revenues .   I'm glad that some of you get it , but let's go over it once more . 
6729, baby . Tell me what happened .   I ... I failed to pass the examination . How I wish I had studied hard .   Oh . Take it easy . You can set your aim from today .   Ok , Mum . I will not fail the examination next time . 
1826, running around with kids NCP at night .   Whatever , I ’ m going next door I heard Mrs . Robinson is giving out big bags of M & Ms ! 
5131, around seven . Most of the street parking is gone by then .   Ah , well . You can ’ t have everything .   Yeah . I can live with it . It ’ s great to be living alone . 
8132, he isn't . He's an engineer , the most famous one in our company .   No wonder his son is so clever . 
4786,No dialogue,No response
4247, let me see ... Do you work at IBM Corporation ?   Yes , I do .   Now I remember . We met at a conference in Tokyo last year . 
6871, today ?   Nothing else , thank you . 
520,Have you ever thought about Tom ’ s attitude ?   I ’ Ve cut it up and come to the conclusion that hi is actually sick of Jenny ’ s brother . But he likes Jenny . She is a big apple in his eye .   Love me , love my dog . He ’ s a sensible kind man .   That ’ s why many people look up to him . 
8017,Yo , G.How are you getting along with your classmates in the English training school ?   Not bad . Everything goes well . 
253,No dialogue,No response
9058,No dialogue,No response
10085,Can I get you something to drink ?   Sure , but I don't drink much . So I don't know what to order .   So how about an aperitif ?   It sounds good . I'd like to start with a Compare .   Stirred or shaken ?   Stirred will be fine .   Here you are .   Thanks . Does the bar have a signature drink ?   Sure . All of our mixed drinks are excellent . You can also try a delicious non-alcoholic cocktail .   Can you recommend one ?   Try a Stinger . It has lime juice and grenadine over ice .   It sounds interesting . I'll take one .   Here we go .   It tastes great .   Enjoy yourself .   Yeah . 
7372,How do you do ?   How do you do ?   Do you mind if I introduce myself ? My name is Wang Li .   My name is Jim Jones . Are you coming for the interview ?   Yes , I am . 
5782, a kitchen and a bathroom .   It sounds interesting . Can I go and see it ?   Of course , Sir . 
3071, five and a half . On Saturday , we have classes only in the morning .   Gosh !   That's too much for us really .   Where are you going now ?   I'm going to try to find out where the school is located .   When do you start school ?   I'm going to register right now .   That's good . 
3015, what a pity !   It's ok , that's life . 
7185, two weeks vacation and a company car .   Are these things negotiable ?   Uh ... not normally . What do you have in mind ?   Vacation time is important to me . I would be willing to give up these other items in order to receive more vacation days .   What an interesting idea , Ms . Wilson . Would you also be willing to accept a cut in initial salary ?   Possibly . What do you have in mind ? 
2102,No dialogue,No response
2083, but don't be lazy . Will that help ?   Yes , thank you . 
7045, that ’ s why I am taking it again . I get lots of practice in speaking , and also in writing . I ’ m sure you ’ ll be glad you took this course . I ’ ll even help you study if you ’ d like .   That ’ s just what I need . Thanks so much . You ’ Ve been a big help already . 
9197, the money will come straight out of your account and go directly into the seller's account , in a secure way . 
4638, the printer isn ’ t functioning well . I ’ Ve pushed the start button . It is suppose to be working now but it remains like a log . What ’ s going on ?   Let me check . It has a paper jam .   I didn ’ t pay attention to that . I will try to get the paper out .   Be careful , the cartridge can be very hot . 
4953, David . You are very difficult to reach . I called several times . But I kept getting a busy signal . Is your phone out of order ?   No , not out of order . But we seem to have a bad connection on the phone line . I can ’ t hear you clearly .   Ok . Let me call you later . Is that okay ?   Sure . Thanks . 
9839, we can find Yuanxiao with both sweet and salty fillings .   I ’ d like to try the salty ones . Where does that strange smell come from ?   Oh , the smelly bean curd . My favorite ! 
6512,Excuse me , sir . Can you tell me where I can buy some chocolates ?   Two rows up on the right . We have various kinds of chocolates .   Thank you . How much is this kind of chocolate ?   $ 10 a kilo . 
2367, women , children all out there till 3 and 4 a . m .   Are you serious ?   I don't know how they function the next day ! It's like they eat and breathe soccer ! 
2755,Betty was in hospital .   I know that . I met her last week , and she looked as pale as death .   She suffers from cancer .   That ’ s too bad . She ’ s been so kind to us all . 
6995, I made a mistake . They're on the right side of the TV .   Thanks .   Oh , and here are your glasses . They were next to your cell phone . 
40,Could you tell me the right time , please ?   Well . My watch says five past two . But it ’ s no use rely on it because it has been gaining and losing these last a few days .   You have to go and fix it .   Yes . I will . 
1414,No dialogue,No response
2464, which means that the hall at Northwoods Heights will be our reception venue . I thought it would be nice if we had the wedding at your parents ’ church and my uncle of course would be officiating . We ’ ll meet with him soon for some pre-wedding counseling . The music for the wedding ceremony was a no-brainer . My step-sister and her string quartet will take care of that . My cousin will be the official photographer . I thought it would also be nice if his daughter could sing a solo . Did you know that she ’ s going to be a professional opera singer ?   Ah ...   And then of course the ladies at the church would love to be our caterers for the banquet and we ’ ll get the Youth Group to serve us . I was thinking that your friend ’ s band could be our entertainment for the night . though they might have to tone it down a bit . Or we could hire a DJ . Your sister ’ s husband could get us a discount with that company that does the decor at weddings . what ’ s their name again ? I was thinking that we could have an island paradise-themed wedding and our theme color would be a soothing blue like Aquamarine . And there will be a huge seashell on the wall behind the podium where we ’ ll make our toasts ! What do you think of small packages of drink mixes for our wedding favors ? Who else am I missing ? Oh , your uncle could be our florist and his wife could make our wedding cake !   Wow .   See ? It ’ s going to be wonderful ! Oh this wedding is going to be everything I ever dreamed of .   If I survive the next six months . 
8978,Please file all the reports for me .   OK . Would you like to file them according to dates ?   Yes . Will you also make copies and file them using both methods ?   Yes , I will .   Good . Can you please also list all the documents in those old files ?   When do you expect it to be finished ?   Before next Friday .   All right . 
8648, unless you want a night flight .   No , exactly not .   How about afternoon ?   Sounds not good . I won't take it . 
4896, I will send you an exact time . When you come , be prepared to do your presentation .   I will be prepared to do my presentation .   Who would you like to see there ? Just the sub-committee or should we ask the whole committee ?   Everyone needs to be there .   That will probably be best . Do you need help with directions ?   I think I know where it is . Maybe you could send me directions just to make sure .   OK . We will e-mail you all the information you need tomorrow . Have a good day ! 
3996, but Alice is only a visitor here . I don't know if she'll keep it .   To tell you the truth , the dog isn't my real reason for coming . I want to ask Alice if she'd like to be my girlfriend .   Really ? 
747, I'm a Britisher . Where do you come from ?   I come from America . Are you a freshman ?   Yes . What about you ?   Me , too .   Great . Maybe we can study and play games together . I think we can be good friends .   Yeah . Anytime . 
10422, too . Will get a better response . I'll post the ads . I know some good sites .   Such concern for the company , Craig ! I'm impressed . 
2479, you know me . I ’ m always happy ! If I think I ’ m getting into a bad mood , I call some friends and socialize or have a chat .   that ’ s a good idea . I usually just sit at home alone and get increasingly moody .   I hate spending too much time at home . I get bored of it really quickly . I ’ m always excited about going out to party or other social event and meeting people .   perhaps I ’ m being too shy . I should go out more too and not spend time worrying about tests ! 
1744, I ’ Ve decided not to rent that house .   But yesterday you said you would rent it .   I ’ Ve changed my mind .   Why is that ?   Well , I think maybe I should find a house that is closer to where I work .   Maybe you ’ re right . 
6338, you need to pay 1388 RIB .   Fine . Here you are .   Thank you . Here's your key and receipt . Your room number is 408 . A porter will take your luggage to your room . The elevator is just around the corner .   Thank you very much .   It is my pleasure , sir . I wish you a pleasant stay here . Goodbye !   Bye-bye ! 
3836, Debbie . Have a seat . How's it going ?   I'm OK . How are you doing ?   Pretty good . Listen ... have you heard about the new Thai restaurant over on University Avenue ?   Do you mean The Bangkok ?   That's the one . A bunch of us are going there for dinner tomorrow night.How about coming with us ?   Sure , I'd love to .   Great . I'll call and make reservations .   Any time after 6 o'clock is good for me.Oh ! I'm late ! I have a class .   All right . I'll call you tonight and tell you the time .   Great . Talk to you then . 
8069, I finished .   OK . Could you please help me to clean them ?   Of course .   Great . At first , you can put the chairs back .   OK . Now I'll put the dishes in the sink .   Thank you . I'll wash them .   OK . Then I will clean the table .   Good boy . 
5501,No dialogue,No response
4222, there are so many unhappy things and I am so bored ; however , I got lots of fun from stealing .   I really want to be far away from the reality now .   But we still need to go back to it . Don't overdo it . 
2677, Dad .   You ’ re lucky you start to learn it so easily . I learned English very late , and learned it all by myself . At that time we didn ’ t have a good English studying environment . I have to keep my dictionary on hand .   Really ? 
2879, I think so . It's very emotional .   Of course , and I also like the rhythms .   Full of energy and hope .   Really . It's worth listening to and enjoying .   Certainly it is . It's worth an Academy Award . 
3068, Isabella !   why did you lie to me in the email ?   I didn't lie . You just didn't ask me my real name .   I should have known it was you . No wonder all the 20 questions were answered correctly . I thought I might have found the one for me .   I'm sorry . It was cruel of me . But I promise it will never happen again ? Look , there's a nice restaurant . Let me take you to dinner and we can talk things over . 
3266, give me a break ! That place is too lavish for us .   Easy . It ’ s on me .   In that case , I ’ m right behind you . 
9633,Have you heard about John ’ s obscene words towards the manager ?   Yes , but he should bush it off as if it were not a big deal to him . 
8622, then ?   Registration plus overweight , 7 yuan in all .   OK . Here you are . 
5214, please ?   My name is Jennifer Smith . My phone number is 610-934-9901 .   Thank you . I ’ ll put the call through for you . Hold on the line , please . 
10470,First you add the washing powder then you add the clothes .   I take it you've done this before ?   Yes , for the last 20 years .   Good . 
3029, no notes , no pictures . I think I really learned more that day . 
1545, you can always block them . When I don't feel like talking to certain people online , that's what I do .   what's your email address ? I'll add you to my contacts list .   it's aubreyinchina@yahoo.com .   cool . We can meet up in a chat room sometime or just chat online using messenger.thanks for your help .   don't mention it . 
6073, madam ?   Grand Central Station , please . I want to catch a 6 p . m . train .   I think you'll make it if we don't get stuck in a traffic jam .   Here is the Grand Central Station .   Thank you . How much is the fare ?   The meter reads 9.15 dollars .   Here you are . Keep the change .   Thank you . 
6980, except the personal mail . And I also need to prepare the materials for posting and check the e-mail box regularly .   Do you need to file copies of the letters before sending them ?   Yes , and I check all the e-mails for Mr . Thomas . 
7686, which was over 30 meters high . Their feet were fastened with canes and they jumped off from where they stood . When they almost reached the ground , they suddenly stopped to prove their bravery and express that they were able to endure the hardships of life independently .   Luckily there is no such kind of ' grown-up ceremony ' any more . 
5354,No dialogue,No response
1132, you can't waste your time wandering around . If you want a job that requires a higher degree or diploma , you should focus on your graduate school entrance exam ; if you want a job that needs working   thank you so much for your advice . I'll think it over . 
3404,Yeah . Just pull on this strip . Then peel off the back .   You might make a few enemies this way .   If they don't think this is fun , they're not meant to be our friends .   You mean your friends . I think it's cruel .   Yeah . But it's fun . Look at those two ugly old ladies ... or are they men ?   Hurry ! Get a shot ! ... Hand it over !   I knew you'd come around ... 
68, I would say honesty .   I agree . You can't expect a close relationship with a dishonest person . Those are the people that will turn their back on you when you are in need .   Yeah , I know . A friend in need is a friend indeed . I don't need fair-weather friends either . 
9026,How do you feel ?   I like the style but it is a little tight in the waist .   Here is the bigger size .   This one fits me well but it is too expensive , can you make it a little cheaper ? 
945,No dialogue,No response
9594, please ?   OK . Is this all right ?   Yes . Thank you . May I see your passport , please ?   Here you are .   Thank you . Will you be paying in cash or by credit card ?   In cash .   Your room number is 210 . The bellboy will show you the way there . I hope you enjoy your stay .   Thanks . 
7506, this taxi is free .   Please take me to the Honging Hotel .   OK . Please get in . I'm glad to serve you .   Could you get there in twenty minutes ?   It will take half an hour to get to the hotel .   I am in a hurry . Please take a shortcut . I have a friend waiting for me .   OK , I promise we'll get there in twenty minutes .   Thanks . 
8811, of course , here you are . The prices are subject to our confirmation . 
9081, sir .   Oh , sorry to bother you . I want to know what kind of meat it is .   It is beef . Do you like it ?   That's OK . Thanks very much .   You are welcome . Please press that button if you need any help .   OK . 
3719,No dialogue,No response
1935, I think I will do something new . I ’ Ve always wanted to be a teacher . I ’ m willing to begin studying to teach .   I admire your energy , Ruth . You are young at heart . 
8981, and the second is going concern . The third is measuring unit . The fourth is accounting period , and the fifth is objectivity . 
9436, we guarantee the quality .   Ok . Can I try it on ?   Certainly , the mirror is right here . 
7735, isn't it ?   Yes , it is much earlier than past years . 
7020, but you never know when you'll need a flashlight .   Well , my pants are very slimming . They're capris . 
4294, darling .   Oh , why didn't you say so then ? But I still think we've made a good buy . 
6322, where do we pay the fares ?   Just go to the ticket office in the subway .   Do I have to pay an additional fare to change trains ?   No , you don ’ t have to . Here comes the train . Be careful ! Subway doors open and close automatically . 
5569, please .   Do I need to buy anything else ?   All she has to do is open the box and follow the instructions .   Thank you so much .   Thank you . If you have any problems , just call . 
1216, I don't have any coffee .   That's OK . I'll have a glass of water .   A small glass , or a big one ?   Small please .   Here you are .   Thanks .   You're welcome . 
793,You're so witty ...   So why is the face tilted to the right ?   This watch is supposed to be worn on your left hand .   So it's not as convenient for left-handed people ?   It's better for right-handed people like me . See , I don't even have to move my arm to see the time .   I'm left-handed . You bought that watch so that I won't borrow it ...   Bingo ! 
4286, I'm going for a trip to New York this autumn . What's the weather like in New York ?   Not quite good . It's windy and dry . We have got continental climate there . It's dry all the year round . Usually autumn is the best season of the year In New York .   Is it cold in autumn there ? Should I take any warm clothes with me ?   No , it isn't very cold at that time . You'll only need some light wool clothing with somejackets and shirts . 
7115, I know . I think Honda is the most reliable car on the road . I would never change to anything else.The Honda I have now almost never has service problems . It runs smooth as silk .   Alright , sir . I will get the paperwork ready for you . Just a moment . 
2041, not yet .   Who composed it for your ?   You needn't ask anyone . You can get on line to search for one .   Can I get on line to search one , too ?   Yeah . Web sites provide many melodies for handsets like my ERICSSON .   What about my SIEMENS ?   Numerous . It's time that everybody is particular about personality.Find one and change yours . 
4782, there ’ s the question of meeting the deadlines they ’ Ve set .   Right . Look , why don ’ t we make a list of the problems we ’ re dealing with . It ’ ll be easier to work through them that way . 
9409,No dialogue,No response
7017,Who's the woman you talked to just now ?   She's the one who saved the life of my son at the beach last year .   Oh , no wonder you're so respectful to her . 
6845, which ones do I need to take ?   The first bus you need to get on is the 268 .   What do I do next ?   Once you get to Fair Oaks and Washington , get off .   Then what should I do ?   You need to get on the 261 . It goes all the way to Sons .   Is that it ?   That's it . 
3353, It doesn't work . It doesn't even start probably .   Oh , dear ! I'll do well I can . 
1147,Would you like to go to the natural history museum with me ?   Have you ever been to it before ?   Yes , lots of time . I was quite impressed by the wide variety of exhibitions they have .   Let's go . It sounds interesting . 
9957,Passport and disembarkation card , please .   Here you are .   What is your purpose of visiting ?   Sightseeing .   How long are you staying here ?   Nine days .   All right . Thank you . 
4706,No dialogue,No response
2855, take care , bye . 
1510, my name's Mary .   Nice to meet you , I'm jim taylor . 
4215,How would you like your hair cut ?   I want it short .   Then , I'll just trim it .   It will do . 
581, I must be off now . I have an appointment at six .   In that case , I won't keep you any longer . Drop in any time .   Ok . Goodbye .   See you later . 
3383, but what can I do with my car ? If only I had taken a taxi !   That's too bad , But don't worry.We ' ll put off dinner till one o'clock .   I'm so terribly sorry to keep you waiting .   It doesn't matter.Bye .   Bye . 
8367, seven days a week .   Wow ! I can't wait to change into my trunks !   The swim stations are very popular , sir . I hope you don't find a line down there . 
1206, but only rich people can do it .   There are some real fashion victims who just have to keep totally up-to-date with expensive clothes .   I wish I could be one of those people , but my budget simply doesn ’ t stretch that far . I have to limit the amount of money I spend on clothes otherwise I would go on a shopping frenzy .   I know what you mean . The situation will be worse if we marry our boyfriends and have children . The we ’ ll have even less money to spend on fashionable clothes ! 
8568, have a seat . I ’ m Bill Gotcha . I am assuming you found your way here with no trouble ?   Actually , I am very familiar with the area so there was absolutely no problem .   I am curious as to why you want to leave your current employer .   I am interested in switching fields .   Do you feel that you are exceptionally good at anything in particular .   I am good at pulling together teams of people to accomplish a task .   What are you not good at ?   I am impatient with myself at times and am hard on myself .   We appreciate hearing that about you ! 
8392, it doesn't cost anything .   Does the test cover everything in the manual ?   It skips around .   Did you pass the test your first try ?   I thought it would be easy , but I didn't pass it .   Wish me luck . 
2202, either !   Speaking of The X-files , it's on right now ! 
7586, but don't worry , the help desk can restore it . When did you last take a backup ? 
539, mainly your triceps and biceps . Are you looking to develop strength or muscle tone and definition ?   Well , I don ’ t want to be ripped like you ! I just want a good physique with weights and Carpio .   In that case you want to work with less weight . You can start off by working ten to fifteen reps in four sets . Five kilo weights should be enough . Now it ’ s very important that you stretch before pumping iron or you might pull a muscle .   Got it ! Wow is that the weight you are lifting ? My goodness that ’ s a lot of weight !   It ’ s not that much . Just watch ... I ’ m ok ... 
290, my country is more agricultural and has much less industry .   We have reduced emission of air pollutants in recent years , but cars are still a major source of them . Factories have become cleaner as stricter environment pollution law have been introduced .   The problem is now on a truly global scale . I don ’ t believe that any single country can do anything about it .   I think you ’ re right . There needs to be an international response to this problem . 
2302, but not my boss . He always follows the rules to a T .   try not to let it bother you too much .   thanks . I better get back to my work before my boss yells at me again !   ok , I'll see you in a bit .   alright . See you later ! 
1083, then I quickly ran away to get help .   Did you call the police ?   Yes . Fortunately , I had my cell with me this morning . I called the police as I was running to get people to come to help . 
1661,Can I still get tickets for tonight's performance ?   The balcony is still available .   Aren't there any other seats ?   No , I'm afraid that's it . 
6277, I have the Tour Guide Certificate .   Why do you choose our travel agency ?   Because your travel agency has a good fame in this market ; what's more , all the staff here are working very hard . I like doing some challenging job . 
10276, is this Rich ?   Yeah , who ’ s calling ?   It ’ s Alex ... Have I got some great news ! We got the Baker account . It ’ s all ours !   Fantastic ! I can ’ t believe it ! That ’ s the biggest account we ’ Ve gotten so far ! 
2739,No dialogue,No response
8253,May I see your ticket , please ?   I'm afraid I lost my ticket . Can I buy one again now ?   How far are you going ?   I'm going to New York .   Where did you begin your journey ?   In Chicago .   I see . Do you remember how much you paid for your ticket ?   I'm afraid I don ’ t . 
8101,Somebody , please answer the phone .   I've got it . 
8482,Mark , you really did a good job .   You flatter me .   You must have spent much time on the project .   Yes . I have a great team working with me .   Your project made much profit for the company . And the board of directors decided to give you a bonus .   Many thanks . 
9578,No dialogue,No response
8680, I'd like to give it a try .   All right . You need to have an interview with our manager , Mr . McBride . Let's go to his office . 
2315, too .   Next time you see him , please tell him I'm thinking of him .   I'll be sure to do that . 
9275,No dialogue,No response
10127, I just wanted to see if you wanted to hang out tomorrow .   Sure , what did you want to do ?   Maybe we can go see a movie or something .   That sounds like fun . Let's do it .   I'll see you tomorrow then .   See you then . Goodbye . 
6181, isn't it ?   Indeed , it is .   I never imagined meeting you here .   It's really a surprise . 
4539, most things would be kept in closets .   How many TVs would your dream home have ?   I think TV is a great waste of time , so I would only have one small TV in the kitchen to watch the news in the morning . 
7529, whether it ’ s a part-time or temporary job or a full-time gig .   So I guess I have to report that I ’ Ve found a little bit of work .   All you need to do is fill in the blanks correctly on the Continued Claim Form , and the EDD Office will take care of the rest .   What about if I find a job that I know will only last for a couple of weeks ? Can I take it ?   It is to your advantage to work as much as you can . 
4829, please .   Sure , I'll be back in a minute . 
3272, I will teach you how to win .   OK , settled then .   See you tomorrow .   See you ! 
1669, I had a dream of becoming a lawyer .   Your dream comes true now .   Yes , I knew I would make it .   You are really confident . 
5066,I have a problem with my credit card .   What's wrong with it ?   There is a charge on my card that I didn't make .   Can you tell me what the charge was ?   It's for a purse that cost $ 350 .   Are you positive that you didn't buy the purse ?   I can't even afford a purse that expensive .   I'm very sorry . When was this purchase made ?   I was at work , but the purchase was made at 3   We're going to investigate this claim .   OK.Do I have to pay for this charge ?   You won't have to pay for anything . 
4076, but I can ’ t .   How come ?   I ’ Ve a lot of paper work to do right now . I ’ m behind schedule .   All right . Can we make it another time ?   Sure , thanks .   I ’ ll call you later . Bye .   Bye . 
321, please .   All right . May I have your name ?   My surname is Gao .   How do you spell it , sir ? 
8194, and they messed my order up too .   That may be true , but I'm sure you enjoyed your sandwich . 
5237, I wish I worked outdoors more , especially during the summer .   What ’ s usually discussed at the department meetings ?   We usually tell each other where we are with various clients and potential clients . The boss assigns extra duties to people who she thinks can best deal with them . It ’ s also a chance to put forward su 
7949, good luck with your garden , especially considering we are in the dry season and it won ’ t rain for the next three months ! 
3633, I know . Sometimes I have the same feeling with you . But you'd better not be so emotional .   Can you stay and accompany me for a while ?   Sure , no problem . You can call me any time you are alone from now on .   Thank you so much . You are so sweet .   Not at all . We are friends . 
2813, I think he's the most relaxing person in management .   What's more , he said I was the hardest working person in the office !   That's good . Maybe you'll get promoted .   I hope so . 
8269, this is Tom White .   Just a minute please , Mr . White .   Thank you . 
9873, where is the remote ? I can't find it .   Just go to read . I will find it , honey . 
5427, or even fired if we find evidence that you were pressuring   I understand that . But I hope that we can get to the bottom fo this and show Miss Brown that she misunderstood my reaction .   That's the purpose of the meeting . Sometimes a mediated conversation will straighten things out , and a little discussion and apology can calm the waters . 
5153, we will try and win the football pools again .   It ’ s a pleasant dream , but everything depends on if ! 
8818, but it's not much . You just have to pay 1 % interest on the account . It's much lower rate than any of our loans and it's much better than owing money to most credit cards .   That's true . Is everything alright with my documents ?   They're all in order . If you just sign your name here , you'll receive your cards and pin numbers in the mail in about three weeks .   Thank you very much .   You're welcome . 
5189, please .   That is an excellent choice , and I could bring you your salads now or bring them with your dinner .   Please bring our salads to us now . We are hungry ! 
4238, ok ? Now , let's start our lesson . 
926,Happy new year !   Thank you . Same to you .   Have you got any plans ?   I've been invited over to a friend ’ s , and you ?   My roommate ’ s having a party . 
8586,No dialogue,No response
6829, where did you get it ?   I got it from Macy's .   It's really nice .   Thanks again . You look nice today , too .   Thank you . I just got these shoes today .   Really ? What kind of shoes are they ?   These are called All Star Chuck Taylors .   I really like those . How much did they cost ?   They were about forty dollars .   I think I'm going to go buy myself a pair . 
914, I think they might have gone to the same college or something like that . I'm not exactly sure how they know each other .   Are we all going to drive together ?   Yes . I'll pick you up first , and then we'll go get Megan . 
8291, and world affairs .   What ’ s in that section ?   World affairs ? They look at the most important stories in more detail . I find it fascinating . Do you buy a daily paper ?   I buy a national newspaper sometimes , buy I nearly always buy a local evening newspaper . I find the local news more interesting than national or international news . 
1125,Please fill out the form .   All right . ... What's the date today , please ?   It's August the thirteenth . 
5726, I will appreciate it . How long have you been here ?   About two years , but it seems as if I got here yesterday . 
4683,900 .   I'll have to think about it .   Leave your phone number , and I will give you a call if the price gets reduced .   Okay . 
9832,No dialogue,No response
8874, we have many kinds.Do you like this design .   Oh , it's beautiful . 
7507, Mr . Emory . Thank you .   When ’ s the big day ?   We ’ re planning a June wedding , but we haven ’ t picked a date yet . 
3005,No dialogue,No response
2227, such as the Alabama , which is a famous website .   Thanks . Maybe I will do business through Internet in the future . 
4351, have you ?   No . let me take a look ... It ’ s longer than my car .   I think it ’ s over five meters long . I can ’ t remember exactly . It has a maximum speed of over 200 kilometers an hour .   Wow ! That ’ s fast ! I don ’ t think we will be traveling that fast on the motorway .   We can ’ t . if we went that fast , we would break the speed limit . 
2239, or from the government .   Wow , you ’ Ve inspired me to do something ! 
7650, that's right . I like this city very much and would like to make my home here .   Here is an application . Please fill it out to the best of your ability . Did you bring a resume and references ?   Yes , I did . I have them here .   Keep them until you ready to give me the application and you can turn them all in at once .   Thank you very much . This should only take me a few minutes . 
6357,Are you OK there ?   Oh , my computer crashed again !   Can I help ?   That would be great ! I hate working with computers !   Year ! They are unreliable sometimes . 
10489, here it is . Patulin . Oh , no !   What's the new strike ?   Keep lying down . The matter is that all the medicine here is past expiration .   Poor me ! 
7121, sir , yours will be ready in a few seconds . 
8637,No dialogue,No response
2631,Mary , I have something to tell you .   Go ahead .   I ’ m afraid you ’ ll become angry . But I think I must tell you .   Come on . Don ’ t hesitate .   John made out with other girls at the party yesterday . 
1017,So what kind of music turns you on ?   Rock'n'Roll , I guess .   You mean the kind of stuff like Nirvana ?   Not really . That ’ s pretty heavy metal . 
3960, I am thinking it is the time of your calling .   Are you OK today ?   Quite good except thinking of you so much .   So do I . You are a beautiful flower in my mind .   It's called love is blind , I think . 
1041, I sure you are right . It's quite a short walk .   Ha-ha , see you then . 
5627, but I'd prefer to buy a China-made set .   Which brand do you prefer ?   Sky worth .   OK . Come with me , please . 
7491,Are you ready , Pa ?   In a second . Have you got a torch ?   No .   Here it is . Let's go . 
4006, when everybody at the New Year's party had yo-yos ?   yeah . That was a strange party . Can you still do any of those yo-yo tricks ?   I don't know . I haven't tried yo-yo since that party !   I could never figure out how to use my yo-yo .   if you don't start when you're young , it's hard to get the hang of it .   let's get started with this game then .   ok . 
2216, he has already taken you know , that's his wife right there . 
4902,Can you please give me a hand ? I can ’ t carry the heavy box .   I ’ m afraid not . Don ’ t you see I ’ m looking up a word in the dictionary ?   I think you are flicking through it .   Well , wait a minute . 
4819, this is Chen Kun . I am booked on flight LJ88 for Barcelona on Jan . 19th .   Hold on please ... Yes , you are booked already .   Now I am afraid I can't get to the airport on that day . I want to change my flight for the 21st.Is that all right ?   I am sorry.Flight LJ88 0n that day is full . What about 22 ?   Fine.Thank you so much . 
6946, some wire cutters .   I ’ ll need to check . Sorry , we don ’ t have any in stock . But I can order some and send through the order today . How many do you need ?   Just one pair .   Fine . They should be here the day after tomorrow . 
4541, it's so unreliable .   That is true .   It's also horrible having to be at a bus stop in any kind of weather .   Exactly.That ' s the worst part .   I think it's time we started driving .   Yes , I agree . 
3035, but it is booked up . The only choice is the Regent Beijing but we haven't made up our minds yet .   it's an excellent hotel . A friend of mine had her wedding reception there and said it was perfect , though very expensive .   that's why we want to have a look at other hotels . We don ’ t want to spend too much on an extravagant wedding reception .   I guess you're right . I can help you ask other hotels . I am sure there are probably some available .   thank you .   my pleasure . 
6942, congratulations !   Thanks . Actually , I was really surprised . I mean there were a lot of qualified people out there .   You ’ Ve been working there for so long with so much sacrifice . You definitely deserve it .   Thanks a lot . I expect to see your name nominated pretty soon too . You ’ Ve been doing some great work . 
4021, is that a dark cloud over there ? Do you think it will rain after all ?   I don't think so . I say the weather report last night , and it said the weather should be fine all day .   If the weather stays nice perhaps we can go to the beach this weekend.It ' s been a while since I've not really gotten some sun . 
7680, they are the latest designs . Would you like to try them on ?   I want to try on this pair .   The oval shape one ?   That's right .   I think it suits you well .   I agree , but I like wire frames .   How about this ? They're the same shape . 
7478, I see . There are just the two of you at the moment . Please take a look through this brochure ; it's especially for first-time-buyers . I think it'll be very helpful .   That's great , exactly what I need to know . Thanks . 
10510, would you like to go ?   Thank you for inviting me , but I think I'll pass .   All right . Another time then . 
5409, such as Social Psychology , Public Affairs and Mass Communication . 
4441,No dialogue,No response
1913, isn't it ?   It's the most fun I've had in years .   We should do this more often .   Yes , we should . 
5469, I want to check about the availability and see if you could give more information .   It is quite urgent for us to fill this position now and I would like to stress that English is a must because of the international contacts and most likely traveling abroad very soon . If all these is not problem for you , I recommend you to mention these in your cover letter and send it to me directly .   The notification period of my current job is not that long and I ’ m quite profession to English and I am happy with the traveling abroad as I ’ m good dealing with the people from other cultures . It makes the whole job even more interesting . I will send my resume to you still this week . 
9351,You have been doing a great job this year and I am very satisfied with your work .   I am very happy to know my work could be recognized by you and our company .   Based on your contribution , I would like to give you a pay raise . Your monthly salary will be increased by 800 Yuan . This increase includes an 80 % married increase based on your achievements and increase responsibilities and then the additional 20 % increase were reflecting the changes in cost of living .   I really appreciate it . Thank you . 
8443, we have five persons .   All right , Mr . Smith . I will arrange a table for 5 at 12:00 for you .   Thank you . 
5330, that's the price before tax . The tax rate is varies from different marketing areas , so it is difficult for us to figure in .   How much is your profit margin then ?   Our profit margin is in the neighborhood of 20 % . 
8633, this company can be dated back to 1893 , so it has a hundred years of history .   Really ? That is amazing . 
